#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonSEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
8314	BAP1;NM_004656.4	3	-	52436293	52444034	52436293	52444034	17	52436293,52436607,52436784,52437143,52437421,52438458,52439115,52439770,52440258,52440834,52441179,52441404,52441963,52442479,52443559,52443719,52443847	52436447,52436700,52436897,52437324,52437920,52438612,52439320,52439938,52440402,52440933,52441342,52441486,52442103,52442632,52443634,52443769,52444034	nan	BAP1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815	KIT;NM_000222.2	4	+	55524084	55604733	55524084	55604733	21	55524084,55561667,55564439,55565785,55569879,55573253,55575579,55589739,55592012,55593373,55593571,55593978,55594166,55595490,55597483,55598026,55599225,55602653,55602876,55603330,55604584	55524258,55561957,55564741,55565942,55570068,55573463,55575715,55589874,55592226,55593500,55593718,55594103,55594297,55595661,55597595,55598174,55599368,55602785,55602996,55603456,55604733	nan	KIT	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6389	SDHA;NM_004168.4	5	+	218424	256545	218424	256545	15	218424,223586,224464,225523,225987,228289,230980,233581,235248,236532,240462,251096,251442,254497,256438	218543,223693,224646,225687,226172,228458,231125,233770,235464,236724,240601,251228,251593,254631,256545	nan	SDHA	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7015	TERT;NM_198253.3	5	-	1253832	1295193	1253832	1295193	16	1253832,1254472,1255391,1258702,1260578,1264508,1266568,1268624,1271223,1272289,1278745,1279395,1280262,1282533,1293417,1294875	1253956,1254630,1255536,1258784,1260725,1264717,1266660,1268758,1271329,1272405,1278921,1279595,1280463,1282749,1294791,1295193	nan	TERT	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324	APC;NM_000038.6	5	+	112073571	112179833	112073571	112179833	16	112073571,112090559,112102012,112102875,112111315,112116476,112128132,112136965,112151181,112154652,112157582,112162794,112163615,112164542,112170637,112173239	112073632,112090732,112102117,112103097,112111444,112116610,112128236,112137090,112151300,112155051,112157698,112162954,112163713,112164679,112170872,112179833	nan	APC	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5395	PMS2;NM_000535.7	7	-	6013019	6048690	6013019	6048690	15	6013019,6017208,6018216,6022444,6026379,6029420,6031593,6035154,6036946,6038728,6042073,6043310,6043592,6045512,6048617	6013183,6017398,6018337,6022632,6027261,6029596,6031698,6035274,6037064,6038916,6042277,6043433,6043699,6045672,6048690	nan	PMS2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191	MDH2;NM_005918.4	7	+	75677413	75695738	75677413	75695738	9	75677413,75684137,75686717,75687276,75689680,75692822,75693646,75694109,75695586	75677554,75684326,75686821,75687406,75689826,75692920,75693766,75694281,75695738	nan	MDH2	nan	nan	0,0,0,0,0,0,0,0,0
4233	MET;NM_001127500.3	7	+	116312239	116436188	116312239	116436188	21	116312239,116339114,116371711,116379993,116380895,116395398,116397480,116397681,116398502,116399380,116403093,116409688,116411541,116411892,116414924,116417432,116418819,116422031,116423347,116435698,116435930	116312641,116340348,116371923,116380148,116381089,116395579,116397603,116397838,116398684,116399554,116403332,116409855,116411718,116412053,116415175,116417533,116419021,116422161,116423533,116435855,116436188	nan	MET	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25913	POT1;NM_015450.3	7	-	124464005	124569889	124464005	124569889	19	124464005,124465295,124467257,124469297,124475322,124481016,124482850,124486985,124491915,124493015,124499000,124503393,124510954,124532309,124537208,124538304,124555617,124568858,124569837	124464138,124465421,124467369,124469406,124475478,124481242,124483027,124487062,124492015,124493202,124499176,124503704,124511105,124532444,124537276,124538438,124555710,124569063,124569889	nan	POT1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673	BRAF;NM_004333.6	7	-	140434386	140624739	140434386	140624739	18	140434386,140439601,140449076,140453064,140453976,140476701,140477780,140481365,140482810,140487337,140494097,140500151,140501201,140507749,140508681,140534398,140549900,140624355	140434580,140439756,140449228,140453203,140454043,140476898,140477885,140481503,140482967,140487394,140494277,140500291,140501370,140507872,140508805,140534682,140550022,140624739	nan	BRAF	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1029	CDKN2A;NM_000077.4CDKN2A;NM_058195.3	9	-	21968217	21994500	21968217	21994500	5	21968217,21970890,21970991,21974666,21994127	21968251,21971217,21971217,21975142,21994500	nan	CDKN2A	nan	nan	0,0,0,0,0
5727	PTCH1;NM_001083602.2	9	-	98209183	98279349	98209183	98279349	23	98209183,98211340,98212112,98215749,98218547,98220284,98221871,98224127,98229387,98231022,98232084,98238305,98239030,98239818,98240326,98241271,98242240,98242661,98244220,98244405,98247956,98268678,98278740	98209743,98211615,98212232,98215912,98218705,98220585,98222075,98224290,98229717,98231445,98232223,98238451,98239149,98239994,98240478,98241439,98242382,98242880,98244332,98244495,98248166,98268891,98279349	nan	PTCH1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7248	TSC1;NM_000368.5	9	-	135771611	135820013	135771611	135820013	23	135771611,135772560,135772799,135776091,135776965,135777981,135779027,135779787,135780957,135782107,135782677,135785947,135786378,135786829,135787658,135796739,135797195,135798724,135800963,135802577,135804143,135810409,135819919	135772151,135772742,135773007,135776234,135777096,135778184,135779214,135779851,135781536,135782232,135782767,135786089,135786510,135786965,135787854,135796833,135797370,135798889,135801136,135802701,135804349,135810492,135820013	nan	TSC1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5979	RET;NM_020975.6	10	+	43572506	43623727	43572506	43623727	20	43572506,43595896,43597779,43600389,43601813,43604468,43606644,43607536,43608290,43608993,43609917,43612021,43613810,43614968,43615518,43617383,43619108,43620320,43622012,43623549	43572789,43596180,43598087,43600651,43602029,43604688,43606923,43607682,43608421,43609133,43610194,43612189,43613938,43615203,43615661,43617474,43619266,43620440,43622180,43623727	nan	RET	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657	BMPR1A;NM_004329.2	10	+	88516385	88683486	88516385	88683486	13	88516385,88598611,88635613,88649808,88651873,88659540,88659773,88671986,88676880,88678918,88681266,88683122,88683340	88516686,88598746,88635852,88649991,88651996,88659657,88659893,88672151,88677093,88679236,88681462,88683273,88683486	nan	BMPR1A	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
5728	PTEN;NM_000314.8	10	+	89623371	89725239	89623371	89725239	9	89623371,89653771,89685259,89690792,89692759,89711864,89717599,89720640,89725033	89624315,89653876,89685324,89690856,89693018,89712026,89717786,89720885,89725239	nan	PTEN	nan	nan	0,0,0,0,0,0,0,0,0
51684	SUFU;NM_016169.3	10	+	104263708	104389922	104263708	104389922	12	104263708,104268915,104309716,104352328,104353382,104353739,104356886,104359179,104375014,104377036,104386921,104389812	104264101,104269070,104309873,104352491,104353488,104353832,104357060,104359311,104375169,104377195,104387010,104389922	nan	SUFU	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
7490	WT1;NM_024426.6	11	-	32410593	32457095	32410593	32457095	10	32410593,32413507,32414201,32417792,32421483,32438025,32439112,32449491,32450032,32456235	32410735,32413620,32414311,32417963,32421600,32438096,32439210,32449614,32450175,32457095	nan	WT1	nan	nan	0,0,0,0,0,0,0,0,0,0
54949	SDHAF2;NM_017841.2	11	+	61197586	61213553	61197586	61213553	4	61197586,61205086,61205465,61213402	61197664,61205330,61205595,61213553	nan	SDHAF2	nan	nan	0,0,0,0
4221	MEN1;NM_000244.3	11	-	64571795	64578198	64571795	64578198	10	64571795,64572495,64573096,64573693,64574472,64574640,64575013,64575352,64577111,64578091	64572298,64572680,64573252,64573850,64574580,64574701,64575162,64575581,64577614,64578198	nan	MEN1	nan	nan	0,0,0,0,0,0,0,0,0,0
472	ATM;NM_000051.3	11	+	108093548	108236245	108093548	108236245	63	108093548,108098311,108098492,108099894,108106386,108114669,108115504,108117680,108119649,108121417,108122553,108123533,108124530,108126931,108128197,108129702,108137887,108139126,108141780,108141967,108143248,108143438,108150207,108151711,108153426,108154943,108158316,108159693,108160318,108163335,108164029,108165643,108168003,108170430,108172364,108173569,108175391,108178613,108180876,108183127,108186539,108186727,108188089,108190670,108192017,108196026,108196774,108198361,108199737,108200930,108202160,108202595,108203478,108204602,108205685,108206561,108213938,108216459,108217995,108224482,108225527,108235798,108236041	108093923,108098433,108098625,108100060,108106571,108114855,108115763,108117864,108119839,108121809,108122768,108123649,108124776,108127077,108128343,108129812,108138079,108139346,108141883,108142143,108143344,108143589,108150345,108151905,108153616,108155210,108158452,108159840,108160538,108163530,108164214,108165796,108168119,108170622,108172526,108173766,108175589,108178721,108181052,108183235,108186648,108186850,108188258,108190795,108192157,108196281,108196962,108198495,108199975,108201158,108202294,108202774,108203637,108204705,108205846,108206698,108214108,108216645,108218102,108224617,108225611,108235955,108236245	nan	ATM	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6392	SDHD;NM_003002.4	11	+	111957586	111965704	111957586	111965704	4	111957586,111958570,111959580,111965518	111957693,111958707,111959745,111965704	nan	SDHD	nan	nan	0,0,0,0
1027	CDKN1B;NM_004064.4	12	+	12870193	12871890	12870193	12871890	2	12870193,12871748	12871258,12871890	nan	CDKN1B	nan	nan	0,0
1019	CDK4;NM_000075.4	12	-	58142297	58146103	58142297	58146103	8	58142297,58142954,58143226,58144428,58144695,58144979,58145272,58145947	58142410,58143110,58143297,58144558,58144883,58145135,58145529,58146103	nan	CDK4	nan	nan	0,0,0,0,0,0,0,0
5426	POLE;NM_006231.4	12	-	133201272	133263938	133201272	133263938	49	133201272,133201480,133202220,133202692,133208890,133209239,133210761,133212467,133214589,133215700,133218222,133218752,133219081,133219395,133219799,133219982,133220412,133225504,133225881,133226252,133233711,133233924,133234443,133235870,133237544,133238102,133240579,133240945,133241877,133244078,133244931,133245210,133245386,133248790,133249202,133249739,133250150,133251973,133252310,133252669,133253121,133253938,133254153,133256072,133256529,133256753,133257182,133257713,133263829	133201406,133201590,133202366,133202913,133209104,133209391,133210974,133212620,133214735,133215894,133218447,133218993,133219325,133219592,133219926,133220156,133220573,133225668,133226111,133226485,133233854,133234025,133234566,133236105,133237760,133238280,133240744,133241058,133242046,133244244,133245098,133245333,133245535,133248918,133249435,133249873,133250303,133252113,133252416,133252800,133253249,133254039,133254315,133256247,133256642,133256818,133257283,133257875,133263938	nan	POLE	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675	BRCA2;NM_000059.3	13	+	32889606	32972917	32889606	32972917	27	32889606,32890548,32893203,32899202,32900227,32900368,32900625,32903569,32905045,32906398,32910391,32918684,32920953,32928987,32930554,32931868,32936649,32937305,32944528,32945082,32950796,32953443,32953876,32954133,32968815,32971024,32972288	32889814,32890674,32893472,32899331,32900297,32900429,32900760,32903639,32905177,32907534,32915343,32918800,32921043,32929435,32930756,32932076,32936840,32937680,32944704,32945247,32950938,32953662,32954060,32954292,32969080,32971191,32972917	nan	BRCA2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5925	RB1;NM_000321.2	13	+	48877872	49054217	48877872	49054217	27	48877872,48881405,48916724,48919205,48921950,48923081,48934142,48936940,48939019,48941619,48942652,48947530,48951043,48953719,48954178,48954290,48955372,49027118,49030329,49033813,49037856,49039123,49039330,49047485,49050826,49051480,49054123	48878195,48881552,48916860,48919345,48922009,48923169,48934273,48937103,48939117,48941749,48942750,48947638,48951180,48953796,48954230,48954387,48955589,49027257,49030495,49033979,49037981,49039257,49039514,49047536,49050989,49051550,49054217	nan	RB1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4149	MAX;NM_002382.5	14	-	65543183	65569245	65543183	65569245	5	65543183,65544620,65560415,65568253,65569011	65543391,65544764,65560543,65568300,65569245	nan	MAX	nan	nan	0,0,0,0,0
23405	DICER1;NM_177438.2	14	-	95556824	95623769	95556824	95623769	27	95556824,95557360,95557529,95560214,95562151,95566106,95569672,95571397,95572004,95572367,95573934,95574206,95574650,95577643,95578498,95579418,95581993,95582779,95583948,95590522,95592906,95595798,95596384,95597835,95598841,95599641,95623556	95557010,95557456,95557712,95560503,95563060,95566282,95570473,95571593,95572130,95572570,95574108,95574440,95574850,95577803,95578594,95579571,95582168,95583042,95584101,95591015,95593095,95595979,95596539,95597986,95599024,95599850,95623769	nan	DICER1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26585	GREM1;NM_013372.7	15	+	33010194	33023456	33010194	33023456	2	33010194,33022881	33010372,33023456	nan	GREM1	nan	nan	0,0
161742	SPRED1;NM_152594.3	15	+	38545026	38643875	38545026	38643875	7	38545026,38591563,38614431,38616953,38631927,38641612,38643204	38545428,38591758,38614620,38617020,38632106,38641734,38643875	nan	SPRED1	nan	nan	0,0,0,0,0,0,0
4913	NTHL1;NM_002528.7	16	-	2089914	2097845	2089914	2097845	6	2089914,2090123,2093557,2094620,2096118,2097699	2090058,2090249,2093737,2094811,2096377,2097845	nan	NTHL1	nan	nan	0,0,0,0,0,0
7249	TSC2;NM_000548.5	16	+	2097975	2138621	2097975	2138621	42	2097975,2098577,2100390,2103332,2104286,2105392,2106186,2106634,2107095,2108737,2110660,2111861,2112487,2112962,2114262,2115509,2120446,2121500,2121774,2122231,2122839,2124190,2125789,2126058,2126481,2127588,2129022,2129266,2129547,2130155,2131585,2132426,2133685,2134218,2134941,2135220,2136183,2136722,2137853,2138038,2138217,2138436	2098076,2098764,2100497,2103463,2104451,2105530,2106255,2106780,2107189,2108884,2110824,2112019,2112611,2113064,2114438,2115646,2120589,2121627,2121945,2122374,2122994,2124400,2125903,2126181,2126596,2127737,2129207,2129439,2129680,2130388,2131809,2132515,2133827,2134726,2135037,2135333,2136390,2136882,2137952,2138150,2138336,2138621	nan	TSC2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79728	PALB2;NM_024675.4	16	-	23614769	23652641	23614769	23652641	13	23614769,23619174,23625314,23632672,23634279,23635319,23637546,23640514,23640950,23646172,23649160,23649380,23652420	23615000,23619343,23625422,23632809,23634461,23635425,23637728,23640606,23641800,23647665,23649283,23649460,23652641	nan	PALB2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0
999	CDH1;NM_004360.5	16	+	68771184	68867412	68771184	68867412	16	68771184,68772189,68835562,68842316,68842585,68844089,68845576,68846027,68847205,68849407,68853172,68855893,68857291,68862066,68863546,68867182	68771376,68772324,68835806,68842480,68842761,68844254,68845772,68846176,68847408,68849672,68853338,68856138,68857539,68862217,68863710,68867412	nan	CDH1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7157	TP53;NM_000546.5	17	-	7572916	7590878	7572916	7590878	11	7572916,7573916,7576842,7577008,7577488,7578166,7578360,7579301,7579689,7579828,7590684	7573018,7574043,7576936,7577165,7577618,7578299,7578564,7579600,7579731,7579950,7590878	nan	TP53	nan	nan	0,0,0,0,0,0,0,0,0,0,0
201163	FLCN;NM_144997.7	17	-	17116958	17140492	17116958	17140492	14	17116958,17118288,17118488,17119683,17120372,17122322,17124840,17125804,17127225,17129479,17131192,17135097,17136091,17140215	17117180,17118414,17118640,17119827,17120506,17122533,17124952,17125985,17127467,17129646,17131485,17135206,17136225,17140492	nan	FLCN	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0
4763	NF1;NM_000267.3	17	+	29421934	29701183	29421934	29701183	57	29421934,29482990,29486017,29490193,29496898,29508429,29508717,29509515,29527429,29528044,29528418,29533247,29541458,29546012,29548857,29550451,29552102,29553442,29554225,29554530,29556032,29556842,29557267,29557849,29559080,29559707,29560009,29562618,29562925,29575991,29585351,29586039,29587376,29588718,29592236,29652827,29654506,29657303,29661845,29663340,29663642,29664375,29664826,29665032,29665711,29667512,29670016,29676127,29677190,29679264,29683467,29683967,29684276,29685487,29685976,29687494,29701020	29422397,29483154,29486121,29490404,29497025,29508517,29508813,29509693,29527623,29528187,29528513,29533399,29541613,29546146,29548957,29550595,29552278,29553712,29554319,29554634,29556493,29557002,29557410,29557953,29559217,29559909,29560241,29562800,29563049,29576147,29585530,29586157,29587543,29588885,29592367,29653280,29654867,29657526,29662059,29663501,29663942,29664610,29664908,29665167,29665833,29667673,29670163,29676279,29677346,29679442,29683610,29684118,29684397,29685650,29686043,29687731,29701183	nan	NF1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5892	RAD51D;NM_002878.3	17	-	33427961	33446898	33427961	33446898	10	33427961,33428209,33430262,33430462,33433394,33433996,33434374,33445509,33446119,33446540	33428065,33428394,33430353,33430573,33433510,33434151,33434476,33445648,33446201,33446898	nan	RAD51D	nan	nan	0,0,0,0,0,0,0,0,0,0
6605	SMARCE1;NM_003079.5	17	-	38785026	38804080	38785026	38804080	11	38785026,38786955,38787833,38788436,38792172,38792636,38793733,38798696,38801817,38802037,38804014	38785255,38787186,38787955,38788629,38792364,38792788,38793834,38798821,38801881,38802109,38804080	nan	SMARCE1	nan	nan	0,0,0,0,0,0,0,0,0,0,0
672	BRCA1;NM_007294.4	17	-	41197684	41277391	41197684	41277391	23	41197684,41199649,41201127,41203069,41209058,41215339,41215880,41219614,41222934,41226337,41228494,41234410,41242950,41243441,41247852,41249250,41251781,41256128,41256874,41258462,41267732,41276023,41277277	41197829,41199730,41201221,41203144,41209162,41215400,41215978,41219722,41223265,41226548,41228641,41234602,41243059,41246887,41247949,41249316,41251907,41256288,41256983,41258560,41267806,41276142,41277391	nan	BRCA1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10481	HOXB13;NM_006361.5	17	-	46804141	46806121	46804141	46806121	2	46804141,46805344	46804415,46806121	nan	HOXB13	nan	nan	0,0
5889	RAD51C;NM_058216.3	17	+	56769952	56811593	56769952	56811593	9	56769952,56772281,56774043,56780546,56787209,56798096,56801390,56809834,56811468	56770159,56772560,56774230,56780700,56787361,56798183,56801471,56809915,56811593	nan	RAD51C	nan	nan	0,0,0,0,0,0,0,0,0
83990	BRIP1;NM_032043.3	17	-	59760646	59940899	59760646	59940899	20	59760646,59763186,59770780,59793301,59820363,59821782,59853751,59857611,59858190,59861620,59870947,59876450,59878603,59885817,59924451,59926479,59934408,59937146,59938797,59940634	59761511,59763536,59770883,59793434,59820505,59821962,59853933,59857772,59858376,59861795,59871100,59876670,59878845,59886128,59924591,59926627,59934602,59937278,59938940,59940899	nan	BRIP1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4089	SMAD4;NM_005359.6	18	+	48556572	48604847	48556572	48604847	12	48556572,48573279,48575045,48575654,48581140,48584484,48584699,48586225,48591782,48593378,48602997,48604615	48557003,48573675,48575240,48575704,48581373,48584624,48584836,48586296,48591986,48593567,48603156,48604847	nan	SMAD4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0
6794	STK11;NM_000455.5	19	+	1205766	1226656	1205766	1226656	9	1205766,1218405,1219312,1220361,1220569,1221201,1221937,1222973,1226442	1207212,1218509,1219422,1220514,1220726,1221349,1222015,1223181,1226656	nan	STK11	nan	nan	0,0,0,0,0,0,0,0,0
6597	SMARCA4;NM_001128849.2	19	+	11071695	11172502	11071695	11172502	36	11071695,11094786,11095938,11096854,11097570,11098331,11099982,11101815,11105493,11106878,11107159,11113694,11114005,11118567,11121046,11123614,11129622,11130256,11132390,11134183,11134996,11136087,11136965,11138449,11141395,11143955,11144432,11144788,11145579,11150123,11151972,11168920,11169453,11170418,11170710,11172449	11071860,11095059,11096091,11097279,11097689,11098610,11100129,11102009,11105687,11107066,11107230,11113845,11114083,11118709,11121217,11123798,11129709,11130387,11132653,11134317,11135124,11136194,11137032,11138636,11141579,11144203,11144551,11144886,11145818,11150239,11152246,11169049,11169575,11170571,11170873,11172502	nan	SMARCA4	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5424	POLD1;NM_001256849.1	19	+	50887569	50921214	50887569	50921214	27	50887569,50902094,50902617,50905024,50905245,50905451,50905700,50905858,50906299,50906739,50909428,50909653,50910229,50910573,50912031,50912368,50912765,50916672,50916988,50918061,50918684,50918970,50919642,50919856,50920291,50920418,50921088	50887657,50902320,50902751,50905191,50905391,50905640,50905802,50906008,50906486,50906864,50909589,50909784,50910441,50910682,50912168,50912502,50912933,50916788,50917146,50918257,50918857,50919093,50919795,50919990,50920364,50920536,50921214	nan	POLD1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8216	LZTR1;NM_006767.4	22	+	21336575	21351647	21336575	21351647	21	21336575,21337305,21340119,21341782,21342288,21343067,21343903,21344664,21345906,21346492,21347072,21347940,21348202,21348382,21348836,21349148,21350024,21350241,21350974,21351164,21351510	21336870,21337388,21340196,21341882,21342417,21343171,21343981,21344824,21346128,21346668,21347203,21348053,21348318,21348568,21349026,21349325,21350171,21350411,21351100,21351265,21351647	nan	LZTR1	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6598	SMARCB1;NM_003073.5	22	+	24129142	24176377	24129142	24176377	9	24129142,24133932,24135735,24143120,24145471,24158946,24167401,24175748,24176317	24129459,24134091,24135885,24143278,24145619,24159133,24167612,24175900,24176377	nan	SMARCB1	nan	nan	0,0,0,0,0,0,0,0,0
11200	CHEK2;NM_007194.4	22	-	29083874	29137818	29083874	29137818	15	29083874,29085112,29090009,29091104,29091687,29092878,29095815,29099482,29105983,29107886,29115372,29120954,29121220,29130380,29137746	29083984,29085213,29090115,29091240,29091871,29092985,29095935,29099564,29106057,29108015,29115483,29121122,29121365,29130725,29137818	nan	CHEK2	nan	nan	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
